A1YS9MDZP93857,0006428320,3.0,1394496000
A1KZO85IN9CN1S,B000E176P2,4.0,1347148800
A3GRFP8LSTW2TD,B000PAPO9W,2.0,1309478400
A235KDI41HRHP5,B00228RSHQ,5.0,1296259200
AD377STXRG9BJ,B0049J4O0K,4.0,1383523200
A2M0DTMMPS1LPZ,B000ULAP4U,5.0,1387843200
A37KDZ9YYQBJRM,B001UNVJ06,3.0,1291766400
A3CPDZ29CDOSGY,B0002ZPKEY,5.0,1268784000
AGC7CJ4PI1GIJ,B0002M6CVC,5.0,1386892800
AISXTJ00LMJG,B0011YVHXS,5.0,1345420800
A1THRE1N60I1L5,B0002EJQMC,5.0,1389052800
AFRAGK1HX329A,B000A2O144,5.0,1396742400
A2FD968UE59NML,B0006A9M3K,5.0,1379980800
A14Y070B40ZGMR,B00FPPQYXM,5.0,1388707200
A1HJZ6IAMY9IME,B000FLHSAY,5.0,1288137600
A3G853PO2UBKJF,B00J89SH72,5.0,1400371200
A37WNZF2SJ2221,B000ULAP4U,5.0,1389744000
A3SOV9HFM5H9T1,B0002E382Q,5.0,1358985600
A1C7QNU2DJZ6HH,B003FVB7XA,5.0,1294012800
A3Q2BLZWXU8UPY,B004THBHAW,5.0,1366848000
A2EDYSY4M8TESS,B000N2Q6WG,3.0,1386028800
A1UPLZL62J0SIA,B007EV6N9K,4.0,1376092800
A15KJKP5B5HARN,B000CD3QYC,5.0,1296345600
A3KNDG96PTXQ20,B001HKV0QA,5.0,1399680000
ALCF0UGS2CD7S,B003LRY1UE,5.0,1359244800
A1499PTWUHUC23,B001063C94,1.0,1372032000
A2WPR4KRTDH2SK,B0035KGWO0,5.0,1350777600
A3FSVV2FNEQ5FT,B0009S5PMG,5.0,1133913600
A1WHGNU87BGJ2S,B0002GL7ZO,5.0,1297468800
A2ZQ8XEBGBSNIE,B0002GW3Y8,4.0,1350432000
A9OV5YJYDZCGI,B003G30H9C,5.0,1364256000
A1B9D3DFZ9PTHV,B002DZG874,5.0,1329523200
AQ0H11TPMN7CY,B00C5JVNHI,5.0,1402012800
A2HXMYK8FNRTHT,B001XJBWXG,5.0,1289347200
A2TJZWN8CYZ9I1,B000KU87SM,1.0,1371427200
A3NQKMEGS6D274,B001Q3KTLA,3.0,1302566400
A3PMV7SVKTP7OP,B001LTY604,4.0,1348099200
A5ZR2JPORPXNX,B000001Z51,5.0,1217721600
A3ALNMWYB8EZ76,B00G31M512,5.0,1394668800
A1HDLARLYM2VAH,B00EACW8VI,5.0,1389744000
A3T41DSAR6AN4R,B001GWCC4I,4.0,1355961600
A17NDQSWG1H46D,B00359FQHA,5.0,1362700800
AO9764AKXA3JI,B0007INMXW,5.0,1249689600
A3ATD0YG6SVTY6,B001AI8BJ8,5.0,1287705600
ASYUZ00HFVEWR,B000DZB8CQ,1.0,1312675200
A3KDW7XJLOTBSZ,B0002CZVXM,4.0,1353369600
A33B2NLHGJIUF4,B0002BACB4,5.0,1377907200
A1NVIYUHOWWIY9,B000Q6T6PI,3.0,1296604800
A24BSIUPHLX0NZ,B004JYZRRO,5.0,1308096000
A27P11VFKMMEY0,B0086UZMCM,5.0,1361232000
A3DOXGBWDJ1MU0,B001O1RTJY,5.0,1395532800
AJ4RT7999N1FI,B0009J2POQ,4.0,1318204800
AWBQG6ITA10GZ,B005MN0262,3.0,1340236800
A24DA4R2IWSX1I,B000002LB7,4.0,1193702400
A2IZ3Y69021TOQ,B005PUUMK8,5.0,1384041600
AIOAKNDC7Z0D1,B004XNK7AI,1.0,1315958400
A1830D8ONXPBXD,B0002E54FK,5.0,1379030400
A36U0QQGQYX3ZC,B00501IST4,5.0,1380672000
A2ZGBCQPF5Q17N,B0002E58LK,5.0,1361059200
A1TFCD9QS2LMOI,B001J2K1W0,5.0,1265760000
A2W8BIME77B4U4,B00AKMWZMO,5.0,1368748800
A1ZTUDKBF5A3FK,B002KEAT78,3.0,1371340800
A2IFU9LJBWNLRI,B005NI44CY,4.0,1356652800
A1GJ45VGV9UTLF,B003UHAO9W,3.0,1294963200
AXV25KWZ63D24,B0007P4IS8,3.0,1194566400
A8BDZQBZSDF0Z,B002HPMTZU,3.0,1392768000
ADHNAI6NODUBK,B0002F59FE,5.0,1384905600
A2150TWLFYHXE,B0002OOMW6,4.0,1363392000
A1F4DEYXMO2KQL,B000B45QAY,4.0,1301184000
A3OPJDA4WRNN1R,B0002D043S,5.0,1251504000
A2IX8FDLX015T2,B001PGMNRG,5.0,1401494400
A2T98U15R1HQS9,B00267OCTA,5.0,1313539200
A16813EG828H4T,B00063678K,5.0,1353369600
AHWM44RQ4IVY8,B001AO1YRI,5.0,1228780800
ATT1HL9VXS0RI,B00D42ECQY,5.0,1392336000
A1ZYOEHNLXL3HW,B001WLSYW2,1.0,1360972800
A6IVRSKP8WKCW,B003AYEAHC,4.0,1352160000
AHR1MRAH8C7S5,B006KSM7ZM,5.0,1372464000
A2M5UTP4PG1HJH,B005G6CZRE,2.0,1386720000
A2CU6C7Q3HAJ03,B00AC4TJLA,3.0,1374537600
A1OBEWTU8JNPDN,B00ASHQQKI,4.0,1380153600
A3968V5F8JKMA3,B0002E37PY,5.0,1372377600
A2E4G0A4V1GB66,B005N4N2GC,5.0,1329177600
A1W8DEQTU7REJY,B0002D0HXA,5.0,1371513600
A38Y86M7JKUVAV,B0061ZPCUQ,5.0,1362528000
ADRICWZMHAHFC,B0002HLKKU,5.0,1315872000
A2MY12HTGLJVFJ,B0002F4YQY,5.0,1363996800
ABPI1XGL9JQIZ,B003C224RK,5.0,1316649600
AZYJB2J59K5QF,B0002KWSJ4,5.0,1391644800
A1O1LJ6TZ8AV9B,B0002IJD76,5.0,1197590400
AZ0OZ097IQX2G,B00BCA4DVY,5.0,1387756800
ASJD0E8JR5XVB,B00HXXT364,4.0,1400976000
A3KYHEYYJS5ES9,B00005EBJG,4.0,1091491200
A39D8MMS83E9IV,B000HKC7CM,5.0,1364860800
A2PGK51CQTAJ36,B0002MDTVS,5.0,1338854400
AWI5N6OAUC3J2,B0006NDF8A,5.0,1358121600
A206E6WQ6O1L5G,B0002DUPZA,5.0,1372896000
A11C2G80YS4APD,B008277N80,3.0,1388534400
A3SKWK0B1MD1EW,B00GIWFRP2,3.0,1388016000
A1AVZLKR4MZZL7,B0002D0BJK,5.0,1381190400
A3W1QPXYCP9B0C,B0078Q35PG,4.0,1404000000
A18KTDLUQ56IRM,B005CVVL9Q,4.0,1356652800
A137OM70KXFBWA,B0039HBNMA,5.0,1405209600
A110JM9QNMPNXN,B002XIKFIY,5.0,1390608000
A12QJCOJ2E06CY,B0006IQNES,4.0,1405036800
AINFM64MD4S0A,B0030WMMCE,1.0,1348444800
A1Z6FS99GPK97S,B0002GLCRC,5.0,1329696000
A2VPXCSTABEATL,B0002CZVK0,5.0,1388966400
A27CHILBK6HIL2,B00IKHZX02,3.0,1405555200
AVTY5M74VA1BJ,B000067BKK,5.0,1360800000
AT8LKR9CIN47M,B000LPSL00,5.0,1387152000
A3TFVGGKJ8TNXR,B000MFK1ZW,5.0,1357689600
A1O3467QRZVVB9,B0052VJQ84,1.0,1389052800
A3K82TEBOP6ZUA,B0044R1M0M,5.0,1374710400
A1DH983JUCAM7V,B004YHTNV2,3.0,1365206400
A2NVDIXUP9E6BW,B000J5UEGQ,4.0,1359936000
A16DPH1SCKFD70,B00I8RSQBW,5.0,1405641600
A2LEDELOP0WOVX,B000J5UEGQ,2.0,1340064000
AEVSRK7S3K8QU,B0002F7K7Y,3.0,1353456000
A2XGZZIWJG0ONM,B002C4SM5W,5.0,1390262400
A384HPW2Y5WIN5,B003VWJ2K8,5.0,1394496000
A1DQDGSZ3CZSJN,B00029U0YU,5.0,1124236800
A3QAHDCAIH8MWY,B007HTGP3S,5.0,1357862400
A2RFOKQJTQ0NAK,B001SC4I16,5.0,1305676800
ALZ4A2G60H558,B000Y35C8S,4.0,1313366400
A2OHYI88U3LR47,B002L2E1TQ,5.0,1393632000
A28535Q6ZYURXY,B0018SRHHC,1.0,1356566400
A3MURHXGLZ719O,B00CTMPINQ,5.0,1389052800
A3VR9BG7U5N9FT,B000EENER8,5.0,1370044800
A1JBEL7NGP48AE,B000ZLQ3Y6,5.0,1352678400
A2XKQBRNDQBXMY,B003Z9RUXS,5.0,1330300800
A3LR1FT9DT1IJU,B001T9O60Q,4.0,1362009600
AS1DBOK1WNUGU,B00024OPCI,5.0,1280102400
A2I1YO2Z25088N,B007J8HSGK,5.0,1372896000
A1BHGM0FFMMK6H,B0015I2S74,5.0,1222992000
A1MYU2WT4SNIDW,B0014A2RC4,5.0,1405123200
A3QWAKO2I0B1XB,B001R2LQWQ,5.0,1377302400
A1Q8JF7CJ1IFOF,B003B0I09Y,5.0,1309996800
A2ZUI0SS6LKY27,B0000013IS,5.0,1024272000
A34T7VNKSEPLVS,B0033HHETC,5.0,1369785600
A1H2DSP190D0IH,B0006M59M6,3.0,1384300800
A2USVQEM2592VH,B004AGRB3Y,5.0,1389052800
A1QEWOSV05RYEO,B00847KFDS,4.0,1370908800
A2E0VLUCAWWB4W,B00BK6HPAQ,5.0,1382140800
A32Y5P1U21PHPZ,B0014D49EA,3.0,1347408000
ABNC65OXF7SQA,B004SX1BCG,3.0,1322524800
AFB7MSIPJIW68,B005OZE9SA,5.0,1350086400
A1WQS3I1KRZZ76,B00D7OXUIK,2.0,1383696000
A9IBPZWM1CSMY,B00001QGMX,2.0,1120867200
A34GZPHWYPSY2T,0767851013,3.0,1402704000
A3NL6488FAXF0Y,B000GPKBUI,5.0,1255910400
A16E369K88B8SB,B00BKBCL64,5.0,1368489600
A33GGROUQRQZS,B00029CXBI,4.0,1354838400
A2L0KF8B65SPEJ,B000RBEYQ8,5.0,1374278400
A3G8XA04IMMOEZ,B000YQ19BO,5.0,1367107200
A1LR971DILMVCV,B001E8FDKY,5.0,1372636800
A39M8IZRZ2AQGM,B0034PHWFO,5.0,1358553600
A1PSV2A607PCSI,B000KHYO5K,5.0,1197244800
A3UC896DRT1J2,B001OLW0J8,4.0,1354752000
A2I120YWOYUCNS,B000GBAR5G,3.0,1286496000
