A1EE2E3N7PW666,B000GFDAUG,5.0,1202256000
A35FM9P15IWCO1,B00CDBQNZU,5.0,1368057600
A2SLVE5QBHWCWW,B006GM4K2A,5.0,1386979200
A255KHIHTBERF9,B00I3MMN4I,4.0,1391904000
A3502A1ELDV1XQ,B000UOF0T2,5.0,1240876800
A2P2DTEFGOVPXQ,B00AOIJRQQ,5.0,1392249600
A3OD1M810G5YFO,B00HWPYJHG,3.0,1391126400
A34QSR34BZX428,B00I3MMN4I,5.0,1392508800
A2MWO91V8KUN38,B00CDBTQCW,5.0,1384819200
A3EHZAE82VCFXR,B00444X9WO,5.0,1394582400
A2TRB22GZOPZZ3,B009PI7JMU,5.0,1373760000
A3RHBMJ1EVA7ZR,B00I3MMN4I,4.0,1401494400
A14NJE2T18UQY3,B00DAHSVYC,2.0,1380499200
A3HL5978JNWMKN,B003V5EDQ8,4.0,1376611200
A5ZIMUZLC6SUP,B008ZXSUO2,3.0,1369699200
A23RKYG9F530KG,B004TPTY3G,3.0,1313625600
ATV7PGX71OTIT,B00B8P8O9K,5.0,1375056000
A3BTO4XJN7RNR4,B0025Z8G4K,5.0,1377475200
A3IJ2VP3Y3QVO7,B00CDBR1P6,5.0,1367452800
A1GCY4QLT7AFQ3,B001CH44YI,5.0,1387929600
AO8XJB6SU0VPR,B00I3M1IA8,5.0,1395446400
A2QUFZ6D9AYHDX,B009HNCUYK,5.0,1377561600
A2ER2URGQJPK7D,B00KKGS1KK,4.0,1404864000
A3PV81QB5VRLKM,B00E59CJQ0,1.0,1376265600
A372HBRYTW8VP,B008XFBQNO,1.0,1391040000
A17004OWK32OMX,B00APE00H4,5.0,1389225600
A12E0Y64P3KT1K,B004MWZLYC,5.0,1361836800
A2Q8CKDU4FR0P3,B00DTOYIIE,5.0,1382918400
A3J723TU09UWGO,B008ZXSUO2,5.0,1371081600
AFJC4NSFY947O,B0095R53M4,4.0,1391299200
A1YZ60Y0WM56J2,B00DZJIRFI,5.0,1400716800
ABO2ZI2Y5DQ9T,B007G5H2X0,2.0,1357344000
A1CSIHNAXRTXAR,B00E3934CU,5.0,1389916800
A3PJLUEQIEOUYD,B00JH1IDDY,3.0,1405209600
A10KGCWUEJ8K9P,B00I3MPDP4,5.0,1392422400
A2WJ4K6T6Z45V,B003O7VP8W,4.0,1318291200
A1OWT4YZGB5GV9,B00FPHSMHQ,5.0,1393891200
A2G1F7P5W0SMOH,B004WOZ1F4,5.0,1303689600
A1AUC5MQVTHGVY,B00I3MNERI,5.0,1391644800
A2MD7DIV4A80O0,B00FJ01MQC,5.0,1400198400
A3SB0WADYV3CHK,B009OV0PJM,3.0,1397433600
AT1KGZVISZ48L,B001GA8SES,1.0,1392249600
A1QNMCL6SYTR6A,B00CDBTVM2,1.0,1385078400
A1U6O3QX5ESZU7,B008JSO21S,5.0,1392940800
A2NN89BFCJ2VRV,B004AZ5QG4,4.0,1378252800
A2Z09JT8U4O6D1,B001LRVN3O,1.0,1364860800
A2ZIAIFWRTT4AP,B00BWUK6DS,5.0,1374883200
A3PZFC3XA503DC,B00DGN97VQ,5.0,1400544000
A1XJMP065B5HCD,B00BN4TCCY,2.0,1393977600
A11B53O6FW2QDC,B00JWMPH14,5.0,1402790400
A1A98P9110Y6O5,B005026JBC,5.0,1395446400
A200AH5CY4FAQ7,B009K0OL06,4.0,1367625600
A1E74XDQ5SO3SJ,B00F3KFI4U,1.0,1384473600
AUDW8J8GH0IDO,B001MA525K,4.0,1317340800
ABWHCQZJBLVLF,B00AVTLUD6,5.0,1405641600
A29MRCKZLWNSSQ,B005KO352G,5.0,1363392000
A2G4CSG6DX1NS7,B00J5U9SIQ,4.0,1401235200
A31GYNS7OWJRFD,B00ESY66LG,5.0,1388966400
A2YPMN6030E8T5,B004MWZLYC,3.0,1396051200
A2TNEOKIXK27UR,B007BFIXPQ,5.0,1372550400
AO0U5FQESNYIO,B00ICGYECE,5.0,1400544000
ATJ1WBL8TF19X,B00DAHSVYC,1.0,1405296000
A3B1R95UVGJ6HI,B002MVAO9C,4.0,1375747200
ASM1DVVBC4PS9,B008BQG3RE,5.0,1365033600
A34I4CLI8FKEBU,B00KAUCG2K,2.0,1400889600
A1XKO5KO4FQ6S1,B00DAHSVYC,4.0,1380672000
A1MI7S4UO4H7VZ,B005C4FD0Q,4.0,1380844800
AY9OLDFIF3C7I,B00CDBTQCW,5.0,1393027200
A131VLRCVTZRMA,B00EY8MCOQ,3.0,1384992000
AQDIBYTV1D2UQ,B009OX0E3C,4.0,1393027200
A2O0PWY0FZNEEI,B009RURGHO,4.0,1394755200
A1PAVKNVOX74H9,B00AX4QEAS,1.0,1400457600
ASGDCNSAZIC7S,B005D63I78,4.0,1363219200
AI6D5ZVBXLHPT,B001V98S2G,4.0,1262822400
