A1EE2E3N7PW666,B000GFDAUG,5.0,1202256000
AYO79KOCSV2AL,B000IXUOP0,5.0,1196294400
A32JT25KPM0LBY,B001IX03MI,5.0,1367539200
A1D1UJBXOVRI55,B00BQ92SCW,5.0,1375228800
A18SSFCDUR1TV0,B00DAHSVYC,4.0,1374451200
A1NPF6T2G3ANL2,B00APE00H4,5.0,1361923200
A21AIZV14R04TU,B001QDKK3W,4.0,1397433600
A20BUDVV5YEV5X,B004X2M3N8,5.0,1360454400
A108D2GI4W2KY2,B001CNRBEC,1.0,1264636800
APPKOWLYM1HW0,B00I3MPDP4,5.0,1392508800
ALET8FEZCXU59,B00H7NDSPC,5.0,1395273600
A2NE0OJ3NT9H29,B008BQ8VOC,5.0,1391299200
A3D1KK4AGRKE13,B00ENYLR8I,3.0,1391731200
A1C2FJH0IPA0I0,B00G1BFQH4,2.0,1402444800
A17TROC06K3WGA,B00I3MMN4I,5.0,1391644800
A2O7BYBJ3FEE55,B00DAHSVYC,5.0,1380240000
A24Y0HBVT7TFSU,B00I3MMN4I,5.0,1395619200
A1261T0PWLTU4T,B00F0XPJH6,5.0,1394582400
A2PR1NIVQBHTHM,B00CD53ULG,4.0,1375056000
A2YALLJTB0ONSN,B008XFAZRW,5.0,1365379200
A2RIOTFBLTYOXH,B000ICRKLM,5.0,1396915200
A3O8L2NF62W8QA,B00870ZMEE,5.0,1386201600
A1IHRMGM9BUMID,B00BLCHXWY,5.0,1391990400
A2C1NM4VQWI3J2,B002962RKE,5.0,1390089600
A39XQKCX4FL57S,B004XFVLNI,5.0,1368144000
A1LAIABF8UROXB,B002UJRM64,5.0,1376006400
A13DS8RJ9TLBCF,B00CDBQNZU,5.0,1367020800
A2Q73ZCZDZVS2F,B001Y5913C,4.0,1402617600
AB2BKRN2LBSI1,B00KFUVHTI,5.0,1404345600
A1JQCDY0THS0NV,B00IHV0W3Y,5.0,1392768000
A2JRPBL6N95QHD,B00FDWNOL2,2.0,1391817600
A2A9X1V271949E,B00BLCHL4Y,5.0,1395360000
A2M1QNBYU5NOTX,B00BMKNPFY,2.0,1388102400
A3LQ2933A7Y2ZH,B008BQG3RE,5.0,1372809600
A3MFH6Y6T766AJ,B0030E9OUA,1.0,1335916800
A3KQZOGRFHDD2V,B007QYRCX6,5.0,1350172800
A1X7HK14YDO1YF,B000I8HEFI,5.0,1365033600
A2ZPUBQNOEB4I3,B00CDBR1P6,5.0,1366502400
A2JP2K8VC934JT,B00I9YWUWA,5.0,1396656000
A2JT8I9KJ7TO1R,B0087BJXM0,4.0,1391817600
A1KKW8614VLZMK,B00252MNWY,5.0,1277856000
A335S1FSDJ292J,B00E2OTIIK,4.0,1388793600
A14D6T35NT9XK4,B000S5XPLI,3.0,1373414400
ABDFGFFAK6NRF,B00DTOYIIE,5.0,1382400000
A11YSBH2I259PJ,B0080BLIW0,5.0,1388966400
A24T6C3N5UJNEK,B00BLCHL4Y,5.0,1395878400
A1ZJSH38CZBJL5,B00I3MMN4I,2.0,1392681600
A19K3AF1MXUQEV,B002XVJ4EW,5.0,1391817600
A3AS2C02GLSQN5,B004X2M3N8,5.0,1327622400
AEYKB0I8IJPRR,B006LG7IJ8,3.0,1357344000
A2U1HGUF6QSKV3,B002UJX6R8,4.0,1294444800
A3FAKTRYWOB6M7,B00B47NBFO,5.0,1375488000
AEVSRGGZ85GKI,B000JO9JHW,5.0,1244073600
A2VTDH5IVQBY4F,B00AOIJRQQ,5.0,1361923200
A2MIKGR64W1Z15,B00CDBTQCW,5.0,1367366400
A15RSJ0VPZJUS1,B003PDL346,5.0,1393804800
AZ75Q8MKZUM8H,B004MWZLYC,4.0,1372982400
